"Cliente","Marca1","Marca2","Marca3","Marca_Inno1","Marca_Inno2"
492,0.333333333333333,0.060952380952381,0,0,0
499,0.617142857142857,0,0.150476190476191,0,0
501,0.127619047619048,0,0,0,0
504,0.152380952380952,0.131428571428571,0,0,0
507,0,0,0,0,0
508,0.262857142857143,0,0.312380952380952,0,0
509,0,0,0,0,0
516,0.104761904761905,0,0,0,0
521,0,0,0,0,0
526,0.348571428571429,0,0,0,0
532,0.314285714285714,0,0,0,0
538,0.125714285714286,0,0,0,0
563,0.321904761904762,0,0,0,0
567,0.398095238095238,0.304761904761905,0,0,0
570,0.0952380952380952,0,0,0,0
571,0.0819047619047619,0,0,0,0
574,0,0.0247619047619048,0,0,0
591,0.12952380952381,0,0,0.139047619047619,0
593,0,0,0,0,0
596,0.361904761904762,0,0.150476190476191,0,0
598,0,0,0,0,0
605,0.668571428571429,0,0,0,0
614,0.318095238095238,0,0.150476190476191,0.300952380952381,0
636,0.171428571428571,0,0,0,0
642,0,0,0,0,0
649,0,0,0.161904761904762,0,0
654,0.28,0,0,0,0
655,0.384761904761905,0.28952380952381,0,0,0
657,0.175238095238095,0,0,0,0
663,0,0,0,0,0
665,0.687619047619048,0.398095238095238,0,0,0
677,0,0,0,0,0
683,0,0,0,0,0
692,0.803809523809524,0.297142857142857,0.150476190476191,0,0
694,0.718095238095238,0.205714285714286,0,0,0
695,0.398095238095238,0.222857142857143,0,0,0
696,0.56952380952381,0.243809523809524,0,0,0
705,0,0.274285714285714,0,0,0
716,0.137142857142857,0,0,0.161904761904762,0.161904761904762
717,0.268571428571429,0.177142857142857,0,0,0
727,0.883809523809524,0.00952380952380952,0.161904761904762,0,0
736,0,0,0,0,0
737,0.371428571428571,0.276190476190476,0,0,0
739,0.201904761904762,0.0247619047619048,0,0,0
741,0,0.243809523809524,0.139047619047619,0,0
744,0.708571428571429,0.28,0,0,0
745,0.238095238095238,0,0,0,0
759,0.325714285714286,0.342857142857143,0,0,0
760,0.398095238095238,0.304761904761905,0,0,0
761,0.466666666666667,0.28,0,0,0
762,0.188571428571429,0,0,0,0
766,0.059047619047619,0,0,0,0
775,0.312380952380952,0.0819047619047619,0.150476190476191,0,0
787,0.226666666666667,0,0,0,0
794,0.297142857142857,0,0.139047619047619,0,0
802,0.60952380952381,0.300952380952381,0.150476190476191,0.312380952380952,0.312380952380952
808,0,0,0,0,0
812,0.426666666666667,0.398095238095238,0,0,0
815,0.942857142857143,0.241904761904762,0.451428571428571,0,0
839,0.942857142857143,0.245714285714286,0,0.161904761904762,0.161904761904762
849,0.792380952380953,0,0.451428571428571,0,0
863,0,0,0.150476190476191,0,0
871,0.0780952380952381,0.167619047619048,0,0,0
879,0,0,0,0,0
890,0.114285714285714,0,0.150476190476191,0,0
891,0.779047619047619,0.348571428571429,0,0.312380952380952,0.312380952380952
894,0.304761904761905,0,0,0,0
900,0,0,0,0,0
908,0,0,0,0,0
917,0.0285714285714286,0.36,0,0,0
918,0.00952380952380952,0.127619047619048,0,0,0
922,0.0933333333333333,0,0,0,0
938,0.0761904761904762,0,0,0,0
950,0.0780952380952381,0.0704761904761905,0,0,0
951,0.396190476190476,0.173333333333333,0,0,0
961,0.205714285714286,0,0,0,0
966,0.0285714285714286,0.019047619047619,0,0,0
973,0.401904761904762,0,0,0,0
975,0,0,0.451428571428571,0,0
981,0.48,0.192380952380952,0.312380952380952,0,0
989,0.224761904761905,0,0.451428571428571,0.451428571428571,0.451428571428571
992,0,0,0.150476190476191,0,0
996,0.131428571428571,0,0,0,0
998,0,0,0,0,0
1006,0.641904761904762,0.398095238095238,0.150476190476191,0.28952380952381,0.150476190476191
1019,0,0,0,0,0
1020,0.0704761904761905,0.167619047619048,0,0,0
1023,0.226666666666667,0,0,0,0
1033,0.304761904761905,0,0,0,0
1034,0.175238095238095,0,0,0,0
1036,0,0,0,0,0
1037,0,0,0,0,0
1040,0,0,0,0,0
1041,0,0,0,0,0
1052,0.0704761904761905,0,0,0,0
1053,0.188571428571429,0,0,0,0
1060,0.019047619047619,0.0876190476190477,0,0,0
1084,0,0,0,0,0
1093,0,0,0,0,0
1103,0,0,0,0,0
1112,0,0.0628571428571429,0,0,0
1115,0,0,0,0,0
1117,0.180952380952381,0.31047619047619,0,0,0
1123,0.0971428571428572,0,0,0,0
1128,0.354285714285714,0.11047619047619,0,0,0
1133,0,0,0,0,0
1134,0.0133333333333333,0,0,0,0
1143,0.131428571428571,0,0,0,0
1144,0,0.186666666666667,0,0,0
1147,0,0,0,0,0
1148,0,0,0.139047619047619,0,0
1151,0.144761904761905,0.0933333333333333,0.312380952380952,0,0
1158,0.059047619047619,0,0,0,0
1182,0,0,0.300952380952381,0,0
1184,0.154285714285714,0,0,0,0
1185,0.0247619047619048,0.228571428571429,0.139047619047619,0,0
1187,0.278095238095238,0,0,0,0
1194,0,0.060952380952381,0.312380952380952,0,0
1199,0,0,0,0,0
1210,0.150476190476191,0.0742857142857143,0,0,0
1217,0,0,0.161904761904762,0,0
1218,0.177142857142857,0.0361904761904762,0.161904761904762,0,0
1219,0,0,0,0,0
1223,0.224761904761905,0,0.161904761904762,0,0
1224,0.35047619047619,0,0.161904761904762,0,0
1233,0,0.059047619047619,0.161904761904762,0,0
1238,0,0,0,0,0
1241,0.961904761904762,0.196190476190476,0.312380952380952,0,0
1243,0.0819047619047619,0,0,0,0
1251,0.483809523809524,0.331428571428571,0.300952380952381,0,0
1252,0.0990476190476191,0,0,0,0
1254,0.222857142857143,0,0,0,0
1258,0.48952380952381,0,0.139047619047619,0,0
1259,0.961904761904762,0.247619047619048,0,0,0
1262,0.268571428571429,0.533333333333333,0.139047619047619,0,0
1263,0,0,0.150476190476191,0,0
1273,0.638095238095238,0.0857142857142857,0.28952380952381,0.150476190476191,0
1279,0.0723809523809524,0.173333333333333,0,0,0
1281,0,0.236190476190476,0,0,0
1284,0.158095238095238,0.251428571428571,0,0,0
1285,0.895238095238095,0.356190476190476,0,0,0
1287,0.56,0.222857142857143,0,0,0
1299,0,0,0.139047619047619,0,0
1300,0.137142857142857,0.0247619047619048,0.161904761904762,0,0
1310,0.396190476190476,0,0,0,0
1316,0.281904761904762,0.196190476190476,0,0,0
1318,0.019047619047619,0,0,0,0
1349,0.142857142857143,0.125714285714286,0,0,0
1357,0.0895238095238095,0.154285714285714,0,0,0
1368,0.171428571428571,0,0,0,0
1373,0,0,0,0,0
1376,0.24,0.0723809523809524,0,0,0
1377,0.304761904761905,0,0,0,0
1387,0.142857142857143,0,0,0,0
1391,0,0,0,0,0
1398,0,0,0.161904761904762,0,0
1403,0.00952380952380952,0,0,0,0
1409,0.358095238095238,0,0,0,0
1426,0.811428571428572,0,0,0,0
1431,0.245714285714286,0,0,0,0
1439,0.133333333333333,0,0,0,0
1440,0.708571428571429,0.0133333333333333,0,0,0
1445,0.398095238095238,0.325714285714286,0,0,0
1452,0.466666666666667,0,0,0,0
1458,0.108571428571429,0.142857142857143,0.28952380952381,0,0
1462,0,0.00952380952380952,0,0,0
1471,0.0380952380952381,0.0361904761904762,0,0,0
1472,0.140952380952381,0,0,0,0
1475,0.203809523809524,0,0,0,0
1488,0.127619047619048,0.163809523809524,0,0.161904761904762,0.161904761904762
1490,0.323809523809524,0.188571428571429,0.28952380952381,0,0
1492,0.432380952380952,0,0.150476190476191,0,0
1493,0.632380952380952,0.363809523809524,0,0,0
1498,0.00952380952380952,0,0.451428571428571,0,0
1499,0.56,0.407619047619048,0,0,0
1502,0.150476190476191,0,0,0,0
1506,0.394285714285714,0,0,0,0
1514,0,0,0,0,0.139047619047619
1524,0.801904761904762,0.161904761904762,0.312380952380952,0,0
1525,0.942857142857143,0,0,0,0
1526,0.28,0,0,0,0
1528,0.489523809523809,0,0,0.312380952380952,0.312380952380952
1531,0.133333333333333,0,0,0.150476190476191,0.150476190476191
1532,0,0,0.139047619047619,0,0
1539,0.177142857142857,0.142857142857143,0.161904761904762,0,0
1541,0.405714285714286,0.232380952380952,0.312380952380952,0,0
1542,0.150476190476191,0,0,0,0
1543,0.952380952380952,0.291428571428571,0.451428571428571,0,0
1544,0,0,0,0,0
1558,0.121904761904762,0,0,0,0
1559,0,0.0361904761904762,0,0,0
1560,0.457142857142857,0.0723809523809524,0,0,0.161904761904762
1568,0,0.253333333333333,0,0,0
1569,0.293333333333333,0,0.139047619047619,0,0
1571,0.019047619047619,0.0247619047619048,0,0,0
1589,0.154285714285714,0.316190476190476,0,0,0
1595,0.904761904761905,0,0,0.28952380952381,0.150476190476191
1599,0.493333333333333,0.165714285714286,0,0,0
1600,0.161904761904762,0,0,0,0
1603,0,0,0,0,0
1606,0,0.123809523809524,0,0,0
1609,0.127619047619048,0.2,0,0,0
1610,0.466666666666667,0.163809523809524,0.451428571428571,0,0
1615,0.779047619047619,0,0,0,0
1618,0,0,0,0,0
1623,0.304761904761905,0.0285714285714286,0,0,0
1624,0.104761904761905,0,0.161904761904762,0,0
1631,0.405714285714286,0.238095238095238,0,0,0
1633,0.243809523809524,0.0952380952380952,0.150476190476191,0,0
1639,0.0247619047619048,0,0,0,0
1650,0,0.60952380952381,0,0,0
1651,0.00952380952380952,0,0,0,0
1653,0.502857142857143,0.348571428571429,0.312380952380952,0,0
1658,0.177142857142857,0.266666666666667,0,0,0
1661,0,0,0,0,0
1664,0.533333333333333,0,0,0,0
1670,0.933333333333333,0,0,0.451428571428571,0.451428571428571
1671,0.179047619047619,0,0,0.150476190476191,0.150476190476191
1673,0.059047619047619,0,0,0,0
1678,0,0,0,0,0
1679,0.0533333333333333,0,0,0,0
1681,0,0,0,0,0
1682,0,0,0.150476190476191,0,0
1683,0,0,0,0,0
1687,0.700952380952381,0.55047619047619,0.451428571428571,0,0
1696,0.127619047619048,0,0,0,0
1701,0.786666666666667,0,0,0,0
1703,0.177142857142857,0,0.161904761904762,0,0
1707,0,0,0,0,0
1709,0.31047619047619,0,0,0,0
1710,0.31047619047619,0.060952380952381,0,0,0
1725,0.177142857142857,0,0,0,0
1727,0.154285714285714,0,0,0.139047619047619,0
1732,0.952380952380952,0.0476190476190476,0,0,0
1733,0,0,0,0,0
1736,0.24952380952381,0.00952380952380952,0,0,0
1737,0.215238095238095,0,0,0,0
1738,0,0.0952380952380952,0,0,0
1746,0,0,0,0,0
1753,0.952380952380952,0.32,0.150476190476191,0,0
1758,0,0,0,0,0
1771,0.108571428571429,0,0.161904761904762,0,0
1775,0,0,0,0,0
1777,0.224761904761905,0.12,0,0,0
1787,0.0285714285714286,0,0,0,0
1788,0.432380952380952,0.0247619047619048,0,0,0
1792,0,0.059047619047619,0,0,0
1793,0.933333333333333,0.211428571428571,0,0,0
1797,0.2,0,0,0,0
1806,0.565714285714286,0,0,0,0
1809,0,0.0247619047619048,0,0,0
1810,0.419047619047619,0.262857142857143,0,0,0
1814,0.556190476190476,0.251428571428571,0,0,0
1815,0.914285714285714,0.0285714285714286,0.312380952380952,0.139047619047619,0.139047619047619
1820,0.419047619047619,0,0,0,0
1823,0.417142857142857,0.112380952380952,0,0,0
1831,0.382857142857143,0.059047619047619,0,0,0
1832,0.0476190476190476,0,0.139047619047619,0,0
1835,0.135238095238095,0,0,0,0
1836,0.205714285714286,0,0,0,0
1839,0.942857142857143,0.264761904761905,0.150476190476191,0.28952380952381,0.28952380952381
1841,0.16952380952381,0,0,0,0
1844,0.217142857142857,0,0,0,0
1845,0.213333333333333,0,0,0,0
1847,0.533333333333333,0,0,0,0
1848,0.548571428571429,0.398095238095238,0,0,0
1850,0.419047619047619,0,0,0,0
1851,0.241904761904762,0,0,0,0.312380952380952
1854,0,0,0,0.139047619047619,0
1858,0.321904761904762,0,0,0,0
1860,0.638095238095238,0.04,0.161904761904762,0,0
1861,0.403809523809524,0,0,0,0
1862,0,0,0,0,0
1863,0.0723809523809524,0,0,0,0
1871,0,0,0,0,0
1875,0.0514285714285714,0.405714285714286,0,0,0
1879,0,0,0.150476190476191,0,0
1883,0.356190476190476,0.12952380952381,0.150476190476191,0,0
1887,0.603809523809524,0.361904761904762,0.150476190476191,0,0.312380952380952
1891,0.525714285714286,0.0990476190476191,0,0,0
1892,0.834285714285714,0.04,0,0.28952380952381,0.28952380952381
1894,0,0.00952380952380952,0,0,0
1895,0,0,0,0,0
1898,0.0704761904761905,0,0,0,0
1902,0,0,0,0,0
1908,0.316190476190476,0.291428571428571,0,0,0
1909,0,0,0,0,0
1910,0.213333333333333,0,0,0,0
1913,0.0952380952380952,0,0,0,0
1914,0,0.23047619047619,0,0,0
1916,0.243809523809524,0.0704761904761905,0.139047619047619,0,0
1919,0.52,0.158095238095238,0,0,0
1920,0.201904761904762,0.0819047619047619,0,0,0
1921,0.203809523809524,0,0,0,0
1927,0.942857142857143,0.226666666666667,0.150476190476191,0,0
1928,0.20952380952381,0.262857142857143,0,0,0
1929,0,0,0,0,0
1930,0,0,0,0,0
1934,0.0876190476190477,0,0,0,0
1936,0.419047619047619,0.36,0,0,0
1937,0.407619047619048,0.257142857142857,0,0,0
1949,0.121904761904762,0,0,0,0
1953,0.346666666666667,0.398095238095238,0,0,0
1957,0.0761904761904762,0,0.150476190476191,0,0
1961,0.217142857142857,0.316190476190476,0.150476190476191,0,0
1971,0.622857142857143,0.502857142857143,0.312380952380952,0.139047619047619,0.139047619047619
1972,0,0,0,0,0.28952380952381
1975,0.20952380952381,0,0,0,0
1979,0.306666666666667,0,0,0,0
1990,0.019047619047619,0,0,0,0
1991,0.942857142857143,0.0361904761904762,0,0,0
1992,0.801904761904762,0,0,0.300952380952381,0.300952380952381
1993,0.321904761904762,0,0,0.139047619047619,0.139047619047619
2000,0.268571428571429,0,0,0,0
2002,0.318095238095238,0,0,0,0
2006,0.118095238095238,0,0,0,0
2007,0.31047619047619,0,0,0,0
2008,0.0476190476190476,0,0,0,0
2019,0.228571428571429,0,0,0,0
2025,0.426666666666667,0,0,0,0
2026,0.131428571428571,0,0.161904761904762,0,0
2027,0.264761904761905,0,0,0,0
2029,0.0380952380952381,0.00952380952380952,0,0,0
2030,0.127619047619048,0,0,0,0
2041,0.059047619047619,0,0,0,0
2042,0.177142857142857,0,0,0,0
2043,0.36952380952381,0,0,0,0
2047,0.0876190476190477,0,0,0,0
2052,0,0,0,0,0
2053,0.0361904761904762,0,0,0,0
2062,0.342857142857143,0,0,0,0
2073,0.152380952380952,0.211428571428571,0.161904761904762,0,0
2075,0.019047619047619,0.426666666666667,0.161904761904762,0,0
2076,0,0.059047619047619,0,0,0
2078,0.687619047619048,0.123809523809524,0,0,0
2085,0.180952380952381,0,0,0,0
2086,0.161904761904762,0,0.150476190476191,0,0
2089,0.161904761904762,0.059047619047619,0,0,0
2091,0.687619047619048,0.154285714285714,0,0,0
2094,0.247619047619048,0,0,0,0
2100,0.211428571428571,0,0,0,0
2101,0.891428571428571,0.00952380952380952,0,0,0
2103,0.24952380952381,0,0,0,0
2104,0.175238095238095,0,0,0,0
2108,0.108571428571429,0,0,0,0
2111,0.790476190476191,0.243809523809524,0.28952380952381,0,0
2116,0.340952380952381,0.0476190476190476,0,0,0
2120,0.407619047619048,0.059047619047619,0,0,0
2121,0.398095238095238,0.133333333333333,0,0,0
2124,0.00952380952380952,0,0,0,0
2125,0,0,0,0,0
2128,0.895238095238095,0,0,0,0
2129,0.340952380952381,0,0,0,0
2140,0.811428571428572,0.291428571428571,0,0,0
2141,0.0247619047619048,0,0,0,0
2142,0.266666666666667,0.211428571428571,0,0,0
2145,0,0,0,0,0
2151,0.175238095238095,0.260952380952381,0.139047619047619,0,0
2156,0.255238095238095,0.0476190476190476,0,0,0
2171,0.398095238095238,0,0,0,0
2174,0.150476190476191,0,0,0,0
2178,0.699047619047619,0.184761904761905,0.161904761904762,0,0
2182,0.133333333333333,0,0,0,0
2190,0.11047619047619,0,0,0,0
2196,0.23047619047619,0.352380952380952,0,0,0
2197,0.0285714285714286,0,0,0,0
2200,0,0,0,0,0
2203,0,0,0,0,0
2204,0.0476190476190476,0,0,0,0
2205,0.287619047619048,0,0.312380952380952,0,0
2210,0,0,0,0,0
2217,0.405714285714286,0,0,0,0
2219,0.215238095238095,0,0,0,0
2233,0,0,0,0,0
2238,0.281904761904762,0,0,0,0
2246,0,0,0,0,0
2247,0.179047619047619,0,0,0,0
2250,0,0,0.139047619047619,0,0
2261,0.432380952380952,0,0,0,0
2274,0.0247619047619048,0,0,0,0
2293,0.12,0.167619047619048,0,0,0
2295,0.36952380952381,0.398095238095238,0,0,0
2297,0.0933333333333333,0,0,0,0
2312,0.0952380952380952,0,0,0,0
2316,0.253333333333333,0,0,0,0
2317,0,0,0,0,0
2318,0,0,0,0,0
2319,0.35047619047619,0.0476190476190476,0,0.139047619047619,0
2320,0.0952380952380952,0,0,0,0
2326,0.156190476190476,0.0838095238095238,0.28952380952381,0,0
2333,0.059047619047619,0,0,0,0
2336,0.060952380952381,0,0,0,0
2361,0.213333333333333,0,0,0,0
2366,0.116190476190476,0,0,0,0
2368,0.152380952380952,0,0,0,0
2370,0.0133333333333333,0,0,0,0
2371,0.179047619047619,0,0,0,0
2374,0,0,0,0,0
2375,0.158095238095238,0,0,0,0
2377,0.422857142857143,0,0,0,0
2381,0.059047619047619,0,0,0,0
2382,0.059047619047619,0,0,0,0
2384,0,0,0,0,0
2389,0.0952380952380952,0,0,0,0
2390,0.396190476190476,0.226666666666667,0,0,0
2391,0.226666666666667,0.192380952380952,0.451428571428571,0.451428571428571,0.312380952380952
2392,0,0,0,0,0
2393,0.401904761904762,0,0,0,0
2394,0,0,0,0,0
2396,0.059047619047619,0,0,0.451428571428571,0
2424,0.0723809523809524,0,0,0,0
2428,0.0857142857142858,0,0,0,0
2429,0.20952380952381,0,0,0,0
2430,0,0,0,0,0
2439,0.12952380952381,0,0,0,0
2455,0.0971428571428572,0,0,0,0
2470,0.12952380952381,0,0,0,0
2472,0.331428571428571,0,0,0,0
2475,0.186666666666667,0,0.161904761904762,0,0
2494,0.192380952380952,0,0,0,0
2496,0.12,0,0,0,0
2513,0.377142857142857,0,0,0,0
2517,0.327619047619048,0,0,0,0
2518,0.171428571428571,0,0,0,0
2522,0,0,0,0,0
2523,0.135238095238095,0,0,0,0
2525,0.215238095238095,0,0,0,0
2530,0.217142857142857,0.312380952380952,0,0,0
2533,0.24952380952381,0,0,0,0
2537,0.11047619047619,0,0,0,0
2573,0.0495238095238095,0,0,0,0
2581,0.12,0,0,0,0
2588,0,0,0,0,0
2592,0.217142857142857,0,0,0,0
2596,0,0,0,0,0
2599,0.518095238095238,0,0,0,0
2605,0,0,0,0,0
2606,0.281904761904762,0,0,0,0
2608,0,0,0,0,0
2611,0.300952380952381,0.106666666666667,0,0,0
2612,0,0,0,0,0
2614,0.125714285714286,0,0,0,0
2619,0.264761904761905,0,0,0,0
2620,0.16,0,0,0,0
2626,0.460952380952381,0,0,0,0
2639,0.335238095238095,0.171428571428571,0.451428571428571,0,0
2641,0.201904761904762,0,0,0,0
2647,0.226666666666667,0,0,0,0
2648,0.411428571428571,0,0,0,0
2669,0.321904761904762,0,0,0,0
2670,0,0.180952380952381,0,0,0
2674,0.11047619047619,0,0.150476190476191,0,0
2703,0.0971428571428572,0,0,0,0
2716,0,0,0,0,0
2718,0,0,0,0,0
2720,0.272380952380952,0,0,0,0
2722,0.777142857142857,0.156190476190476,0,0,0
2724,0.257142857142857,0,0,0,0
2731,0.121904761904762,0,0.150476190476191,0,0
2743,0.182857142857143,0,0,0,0
2764,0.059047619047619,0,0,0,0
2778,0.163809523809524,0,0,0,0
2779,0.0476190476190476,0,0,0,0
2783,0.0266666666666667,0,0,0,0
2786,0,0,0,0,0
2790,0,0,0,0,0
2791,0,0.182857142857143,0,0,0
2797,0.0857142857142858,0,0,0,0
2811,0.167619047619048,0.0819047619047619,0,0,0
2814,0.236190476190476,0,0,0,0
2816,0.215238095238095,0,0,0,0
2819,0.198095238095238,0,0,0,0
2820,0,0,0,0,0
2821,0.019047619047619,0,0,0,0
2826,0.257142857142857,0,0,0,0
2828,0.00952380952380952,0,0,0,0
2829,0,0,0,0,0
2832,0,0,0,0,0
2833,0.142857142857143,0,0,0,0
2836,0,0,0,0,0
2843,0.198095238095238,0,0.150476190476191,0,0
2851,0.131428571428571,0,0,0,0
2861,0.0514285714285714,0,0.150476190476191,0,0
2866,0.179047619047619,0,0,0,0
2875,0,0,0,0,0
2886,0.344761904761905,0,0,0,0
2887,0.358095238095238,0.167619047619048,0,0,0
2888,0.398095238095238,0,0.312380952380952,0,0
2891,0.238095238095238,0,0,0,0
2895,0.24952380952381,0,0,0,0
2902,0.443809523809524,0,0,0,0
2904,0.161904761904762,0,0,0,0
2912,0.382857142857143,0.278095238095238,0,0,0
2918,0.0380952380952381,0,0,0,0
2919,0.0876190476190477,0,0,0,0
2923,0.451428571428571,0,0,0,0
2925,0.4,0,0,0,0
2926,0.0990476190476191,0,0,0,0
2945,0.0819047619047619,0,0.161904761904762,0,0
2955,0.059047619047619,0.019047619047619,0,0,0
2959,0,0,0,0,0
2963,0.230476190476191,0,0,0,0
2969,0.923809523809524,0.533333333333333,0,0,0
2972,0.144761904761905,0,0,0,0
2978,0,0,0,0,0
2980,0.952380952380952,0.299047619047619,0.451428571428571,0,0
2981,0.234285714285714,0.0380952380952381,0.161904761904762,0.161904761904762,0
2989,0.281904761904762,0.0933333333333333,0.28952380952381,0,0
2991,0,0,0,0,0
2995,0,0,0,0,0
3016,0.211428571428571,0,0,0,0
3022,0.180952380952381,0,0,0,0
3023,0.264761904761905,0,0,0,0
3026,0.710476190476191,0.144761904761905,0,0,0
3038,0.32952380952381,0.059047619047619,0,0,0
3040,0.327619047619048,0.0133333333333333,0.312380952380952,0,0
3045,0.0361904761904762,0,0,0,0
3068,0,0.0133333333333333,0,0,0
3070,0.12,0,0,0,0
3092,0,0,0.150476190476191,0,0
3101,0.259047619047619,0,0,0,0
3103,0.241904761904762,0.0990476190476191,0,0,0
3109,0.125714285714286,0.106666666666667,0.150476190476191,0,0
3124,0.731428571428572,0.299047619047619,0,0,0
3136,0.398095238095238,0.373333333333333,0,0,0
3140,0.398095238095238,0.196190476190476,0,0,0
3144,0.00952380952380952,0,0,0,0
3145,0.00952380952380952,0,0,0,0
3148,0.398095238095238,0.276190476190476,0,0,0
3151,0.302857142857143,0,0.451428571428571,0,0
3152,0.895238095238095,0,0,0.161904761904762,0
3155,0.773333333333333,0,0,0,0
3174,0.721904761904762,0.0247619047619048,0,0,0
3180,0,0,0,0,0
3191,0,0,0,0,0
3201,0.432380952380952,0.192380952380952,0.451428571428571,0,0
3214,0,0,0,0,0
3219,0.384761904761905,0,0,0,0
3222,0.0285714285714286,0.00952380952380952,0,0,0
3223,0.754285714285714,0.177142857142857,0.139047619047619,0.150476190476191,0.150476190476191
3230,0.152380952380952,0,0,0,0
3233,0,0,0.150476190476191,0.312380952380952,0.312380952380952
3237,0.127619047619048,0,0,0,0
3253,0.215238095238095,0,0,0,0
3257,0,0,0,0,0
3270,0.398095238095238,0.398095238095238,0,0,0
3275,0.952380952380952,0.23047619047619,0.451428571428571,0,0
3280,0.0571428571428571,0,0,0.139047619047619,0
3283,0.506666666666667,0,0,0.312380952380952,0.150476190476191
3284,0.0933333333333334,0.00952380952380952,0,0,0
3289,0,0,0,0.300952380952381,0
3290,0.398095238095238,0,0.161904761904762,0.139047619047619,0.150476190476191
3292,0.0914285714285716,0,0,0,0
3293,0.952380952380952,0.194285714285714,0.161904761904762,0.312380952380952,0.312380952380952
3301,0,0,0,0.161904761904762,0
3304,0,0,0,0.312380952380952,0
3306,0.426666666666667,0,0,0,0
3310,0,0,0,0,0
3312,0.36,0,0,0,0
